legId,startingAirport,destinationAirport,isNonStop,baseFare,totalFare,segmentsAirlineName,segmentsCabinCode
704c4bd6f192a7c5eea0fa7fb51cf5fa,DFW,ATL,TRUE,203.72,233.6,American Airlines,coach
4d77b176c6b6fc3b5485264b67e6b507,DFW,ATL,TRUE,204.08,233.99,Frontier Airlines,coach
bef738db504fcb50c69152a5d980a9aa,DFW,ATL,TRUE,260.47,294.61,American Airlines,coach
e9cbc2636fd903353bf8fa8f19916c47,DFW,BOS,TRUE,296.75,333.61,American Airlines,coach
5c7ca0613a744540a902e3b65efd7df7,DFW,BOS,TRUE,360.93,402.6,American Airlines,coach
e69b5b8966f6e65214d7807005bec3f5,DFW,BOS,TRUE,436.28,483.6,American Airlines,coach
3a173f2051dd58a83ec425a22cf0e059,DFW,DEN,TRUE,197.21,226.6,American Airlines,coach
5ca5c3a36fe42f4f150c42ed62bc8070,DFW,DEN,TRUE,260.47,294.61,American Airlines,coach
a9030a2990ed8f1b286c0036d32b81af,DFW,DTW,TRUE,231.63,263.6,American Airlines,coach
44b94cadd71d70ca30c9b0ee80e0e00c,DFW,DTW,TRUE,278.14,313.6,American Airlines,coach
48b705996c5144950ad83006712978f8,DFW,EWR,TRUE,211.16,241.6,JetBlue Airways,coach
10950c92bfc6e7e49fde623a982931f0,DFW,EWR,TRUE,211.16,241.6,American Airlines,coach
eff20164cc5329ae22203cd163eaea62,DFW,EWR,TRUE,296.75,333.61,JetBlue Airways,coach
67db29fe1959147f991502fea59468dd,DFW,EWR,TRUE,296.75,333.61,American Airlines,coach
f17732f3959a7adc02f3021ca52aa3c3,DFW,IAD,TRUE,236.28,268.6,American Airlines,coach
4b729f7899580105a8caa1a068c91b6c,DFW,IAD,TRUE,284.65,320.6,American Airlines,coach
ec19bed8d65565ee7a718c2efe9ab2b9,DFW,JFK,TRUE,259.54,293.61,American Airlines,coach
4b19655a5c4b2733f0b861f7d6cc1b37,DFW,JFK,TRUE,259.54,293.61,JetBlue Airways,coach
5a51af0a5865ec66df6d0c52e9428bb9,DFW,JFK,TRUE,385.12,428.6,Delta,coach
dbaedec8940778632faae15faa14a0f7,DFW,LAX,TRUE,73.85,93.99,Frontier Airlines,coach
ef0612a4ddd1c74a46bbb3e1c66130c9,DFW,LAX,TRUE,200,229.6,American Airlines,coach
99dd5a19a01e159362f4485718cfff47,DFW,LAX,TRUE,250.23,283.6,American Airlines,coach
4fa3fe25a9badc3fd9e198e80470709e,DFW,LAX,TRUE,255.82,289.61,American Airlines,coach
bf243880bd62871fff49cc0c1c92d714,DFW,LAX,TRUE,324.65,363.6,American Airlines,coach
4a3064e3acfbba5068e1d6456bcadf27,DFW,LGA,TRUE,166.52,193.61,Delta,coach
bea8d6e172ac689cd45e379169b874ec,DFW,LGA,TRUE,259.54,293.61,JetBlue Airways,coach
ded13f6467811492a6cef48c0b0f499c,DFW,LGA,TRUE,259.54,293.61,American Airlines,coach
db534b76506fc20695f1fc7661803951,DFW,MIA,TRUE,189.77,218.6,American Airlines,coach
33c67c26ca03994d321c08c91f20723c,DFW,MIA,TRUE,250.23,283.6,American Airlines,coach
543bbd1d6240ca0e36cf1a5e18824b5a,DFW,MIA,TRUE,337.68,377.61,American Airlines,coach
10df372ba4b432a9c94c8117f2397db2,DFW,MIA,TRUE,437.21,484.6,American Airlines,coach
4225c76d125aeaa032c66a258e024017,DFW,MIA,TRUE,528.37,582.6,American Airlines,coach
7e6e66565be8099579fb8bfaae3b87da,DFW,ORD,TRUE,200,229.6,American Airlines,coach
09ba6b4559ec0823288bc558661c3e1b,DFW,ORD,TRUE,260.47,294.61,American Airlines,coach
7ee914734c52d885f824e1d3a038f9f3,DFW,ORD,TRUE,337.68,377.61,American Airlines,coach
914d274150fd3bcfbb7ed0ecdd860666,DFW,ORD,TRUE,454.89,503.61,American Airlines,coach
5bd60d3e0c64ffd32bd850fef81b3913,DFW,PHL,TRUE,291.16,327.6,American Airlines,coach
8d1e816c6927451bb5cd693756f8ddcb,DFW,PHL,TRUE,361.86,403.6,American Airlines,coach
ca9f41053be7e96a56c2c1aa3b4b8a6f,DFW,PHL,TRUE,362.22,403.99,Frontier Airlines,coach
878c53f1e45a9714adfa25549d3beca4,DFW,PHL,TRUE,430.7,477.6,American Airlines,coach
34e4323964a401a730dd5cee8fbcde1f,DFW,SFO,TRUE,106.4,128.98,Frontier Airlines,coach
c9362ec2631f1467e4c27a372fed5012,DFW,SFO,TRUE,231.63,263.6,American Airlines,coach
c83957aa76628e7428bb5cf74443ffb9,DFW,SFO,TRUE,282.79,318.6,American Airlines,coach
d58475a6c965f5222d3ea6988eedd84c,DFW,SFO,TRUE,450.23,498.6,United,coach
5ea2ef8a71ce94dd404fde8e1ebfb993,DFW,ATL,TRUE,117.21,140.6,American Airlines,coach
24f1dacc190ca86b1d6fe105a9966241,DFW,MIA,TRUE,146.98,172.6,American Airlines,coach
275f0577f6fa2fc3832dbdd797bcd078,DFW,PHL,TRUE,241.29,273.99,Frontier Airlines,coach
97308d63b8903f2d5390a64579acace1,DFW,SFO,TRUE,109.19,131.98,Frontier Airlines,coach
62b023fc98afd2d166e878ac4e7f40e6,DFW,DEN,TRUE,78.14,98.6,United,coach
438b5ee0aa9c6ff436efe8948682d040,DFW,LAX,TRUE,543.26,598.61,American Airlines,coach
50972f70750367c0edc6115406220bdf,DFW,SFO,TRUE,125.01,148.99,Frontier Airlines,coach
08cb8960093c56888dfbe1f06d83b9fd,DFW,ATL,TRUE,54.31,72.98,Frontier Airlines,coach
a165338ecdb34e75f11349d608e3d306,DFW,ATL,TRUE,189.76,218.59,American Airlines,coach
b78049ce90d3acf8c0ff62fed8e2cee5,DFW,ATL,TRUE,194.42,223.6,Delta,coach
419b6ab0bc0980e7528e3dad438d7351,DFW,ATL,TRUE,231.63,263.6,Delta,coach
7df117598598ca64ab7d496196bedce3,DFW,ATL,TRUE,246.51,279.6,American Airlines,coach
5be5a8b6fe5ab8d55b0022002ac8e9c9,DFW,ATL,TRUE,278.14,313.6,Delta,coach
c4e8d5f28fdb6cb1a37c8d1db085b340,DFW,ATL,TRUE,343.26,383.61,Delta,coach
98d0b84bcae021e4b91e4ca9d40b1601,DFW,BOS,TRUE,226.97,258.59,American Airlines,coach
700f2d3c13a056c16d1d8e792662bfef,DFW,BOS,TRUE,268.84,303.6,Delta,coach
1a1e17b9d6254be4cf03a9c70baa7f2c,DFW,BOS,TRUE,282.79,318.6,American Airlines,coach
ed278845bda003d87ff0207585135de4,DFW,BOS,TRUE,324.65,363.6,Delta,coach
2a595fb358e6bc9fa4de6946a2de8dbb,DFW,BOS,TRUE,422.32,468.59,American Airlines,coach
2b4e88c3b614b49b5a6539814a2804da,DFW,BOS,TRUE,457.67,506.6,JetBlue Airways,coach
962a49cd7495e1442e695f3d83824b79,DFW,DEN,TRUE,183.25,211.59,American Airlines,coach
c572b39adb57f683219057a2decdfdf9,DFW,DEN,TRUE,246.51,279.6,American Airlines,coach
68cf88ca4cb8f7ffc94cf8409414dec2,DFW,DTW,TRUE,306.05,343.6,Delta,coach
0ff012eeea383ee1ce5aa77e2102dfd4,DFW,DTW,TRUE,394.41,438.59,American Airlines,coach
fdd9f530dac1fdc0eea76b6f46479730,DFW,DTW,TRUE,399.07,443.6,Delta,coach
f714272bfe986e6624ea5e517c90736a,DFW,DTW,TRUE,445.58,493.6,Delta,coach
2b562d16a184342c7cd8d77594691e5d,DFW,EWR,TRUE,282.79,318.6,JetBlue Airways,coach
a39eee267fc0f0018c9072f1beeb287b,DFW,EWR,TRUE,282.79,318.6,American Airlines,coach
a0c43ed473900821fb6b16045e323eb5,DFW,EWR,TRUE,329.3,368.6,JetBlue Airways,coach
2d106efcb9c3085143a0137d136a62f4,DFW,EWR,TRUE,329.3,368.6,American Airlines,coach
3acc6c03f5477325130b6a8305050cc0,DFW,EWR,TRUE,385.11,428.59,JetBlue Airways,coach
63e059df7493dc449477a09799edf991,DFW,EWR,TRUE,385.11,428.59,American Airlines,coach
d958faa581bfd8cd05d72349c7f0c446,DFW,EWR,TRUE,552.55,608.59,United,coach
6311a7696fc6a85deac49985067a74a0,DFW,IAD,TRUE,323.72,362.6,American Airlines,coach
a9ce0b7f9fb2f6510ba5d45f28ae8fee,DFW,JFK,TRUE,389.77,433.6,Delta,coach
6b8eda9920b4a3ab3653d0002ae06a03,DFW,JFK,TRUE,529.3,583.6,Delta,coach
63bbcafd2a6d7e295714be816ef4997c,DFW,LAX,TRUE,236.27,268.59,American Airlines,coach
bc5d944f7aa55d5ce54a1f5956927e3d,DFW,LAX,TRUE,241.29,273.99,Frontier Airlines,coach
1c8b034c733b1ad3c0659c04a0fbb348,DFW,LAX,TRUE,241.86,274.6,American Airlines,coach
15fef5064034e3f964caa2d594802e14,DFW,LAX,TRUE,268.84,303.6,Delta,coach
aaa5056fdd7fe5406806e3c3db4f1f80,DFW,LAX,TRUE,270.69,305.59,American Airlines,coach
95d4efa8fcefb3fa8933bc4ab1e23843,DFW,LAX,TRUE,310.69,348.59,American Airlines,coach
5d8dd811cdde4c14a8a27672662fea30,DFW,LAX,TRUE,315.35,353.6,Delta,coach
973dcf941a1b4a38d02e0702441f1291,DFW,LAX,TRUE,366.51,408.6,Alaska Airlines,coach
3276d692286ef7a4e7181991c330ccf7,DFW,LAX,TRUE,471.62,521.59,American Airlines,coach
82938684bf4a573b34670687d4ce4ed0,DFW,LGA,TRUE,203.72,233.6,Delta,coach
69adb72bd6be6834aba74f048dd8864f,DFW,LGA,TRUE,245.58,278.6,American Airlines,coach
ad9233577ced8ff98c0ada87ef2a4569,DFW,LGA,TRUE,245.58,278.6,JetBlue Airways,coach
9d56ef8e37c88b4d6ab6fc9ac2f7eeaf,DFW,LGA,TRUE,250.23,283.6,Delta,coach
4a34c5c41ecb204116385e9cc06b9095,DFW,LGA,TRUE,296.75,333.61,Delta,coach
88befce35a3f453591f34e473d051cab,DFW,LGA,TRUE,426.98,473.6,Delta,coach
bacfbc1153efa61d07b976c9b1ec4016,DFW,MIA,TRUE,175.81,203.6,American Airlines,coach
c7012aea897d9629f6c3c171a3721b3c,DFW,MIA,TRUE,186.04,214.59,American Airlines,coach
e9cafb61a3723747fb0856aa13bbfcad,DFW,MIA,TRUE,236.27,268.59,American Airlines,coach
aab04c1274a2148bb00ec62d2c803dca,DFW,MIA,TRUE,423.25,469.59,American Airlines,coach
3376c050253afea6bee4165078b84887,DFW,MIA,TRUE,514.41,567.59,American Airlines,coach
f71295e6fbd4ec422a561468cc3b8e58,DFW,ORD,TRUE,246.51,279.6,American Airlines,coach
b8063e17ace0acfe33a7214e60dd8e14,DFW,ORD,TRUE,323.72,362.6,American Airlines,coach
ffb7f422341dba336f51187ac0388aed,DFW,ORD,TRUE,440.93,488.6,American Airlines,coach
3e0d817665e182d0d55600ea9b3b6ddf,DFW,ORD,TRUE,440.93,488.6,United,coach
00c6542bcd5bbaa97fbdac507b9d9522,DFW,PHL,TRUE,185.47,213.98,Frontier Airlines,coach
19bdf26de8e10bc1a8cdc4017f84fe07,DFW,PHL,TRUE,277.2,312.59,American Airlines,coach
8f1d298abff93e4741cdf8567a80642f,DFW,PHL,TRUE,347.9,388.59,American Airlines,coach
2dedfe69fb8b0a261d58398441774780,DFW,PHL,TRUE,416.74,462.6,American Airlines,coach
c80d08aaea1fede32922ecfe455d3296,DFW,SFO,TRUE,241.29,273.99,Frontier Airlines,coach
9d76155877328185dd6324da4585ff05,DFW,SFO,TRUE,338.6,378.6,American Airlines,coach
8396b6bb30e60a05aa1795c27a561615,DFW,SFO,TRUE,431.62,478.59,American Airlines,coach
1511883300092cfa005556edcef35afa,DFW,SFO,TRUE,524.65,578.6,American Airlines,coach
a8d62bab78e4059c6cf6adecba950bde,DFW,LAX,TRUE,453.02,501.6,American Airlines,coach
7575c5738427936ed14f36f268d4b26f,DFW,MIA,TRUE,97.1,118.98,Frontier Airlines,coach
d855724d7567f260726076a40e3c7b3c,DFW,PHL,TRUE,106.4,128.98,Frontier Airlines,coach
c6232c0bcff2efa55ecdc3e679f76a5b,DFW,SFO,TRUE,86.87,107.99,Frontier Airlines,coach
f97780d2aff35300e7e4699e9394d220,DFW,JFK,TRUE,211.86,242.35,American Airlines,coach
c17c2b516ac2a14c8b38edcded2ef76a,DFW,PHL,TRUE,101.75,123.98,Frontier Airlines,coach
8b52a2a0498dc91b3a0205e77ca050eb,DFW,SFO,TRUE,199.07,228.6,American Airlines,coach
2df4d4b58e39b1d93285e6747a89a7d2,DFW,SFO,TRUE,273.49,308.6,Alaska Airlines,coach
32130baabd84e3efbc6a8e900ab66f22,DFW,JFK,TRUE,188.6,217.35,American Airlines,coach
71358ecf092cd133912368a36e352fc2,DFW,JFK,TRUE,822.33,898.61,Delta,coach
fb08fb95701e554499b63132ff832ce3,DFW,ATL,TRUE,117.21,140.6,Delta,coach
852f359f107f1e71fba9ca96239214cd,DFW,ATL,TRUE,272,328.59,Spirit Airlines,coach
e34fccd1c5220c7b91bae06df48c5439,DFW,LAX,TRUE,146.98,172.6,American Airlines,coach
bf8d771fbf700018c8afda6887f6ce3a,DFW,MIA,TRUE,663.26,727.61,American Airlines,coach
3c31776c7b8a461b86f834ede64fb27c,DFW,ATL,TRUE,140.47,165.61,Delta,coach
d2df16cc612f4decc82d4e1010790a6e,DFW,ATL,TRUE,147.91,173.6,Delta,coach
d15de803815bac0a796140c7a1a1931f,DFW,ATL,TRUE,155.35,181.6,American Airlines,coach
ee29494b95557de265970d4d905aea76,DFW,ATL,TRUE,199.07,228.6,American Airlines,coach
11069e086a1930ee90e39dfcf751e48b,DFW,ATL,TRUE,222.33,253.61,Delta,coach
d48ceb633db7b0ca5bd7e834f34c7880,DFW,ATL,TRUE,255.82,289.61,American Airlines,coach
204dde556d4c2fe446bf6ef1bf775541,DFW,ATL,TRUE,268.84,303.6,Delta,coach
d5f33dc1a29e98a467657e016bca02ab,DFW,ATL,TRUE,478.14,528.6,American Airlines,coach
34ff9fc7ed3cf0378234188c2f031c67,DFW,BOS,TRUE,160.93,187.6,Delta,coach
c7ed535ee5fabed9474fa3ae85a283f1,DFW,BOS,TRUE,188.84,217.6,American Airlines,coach
b9125abb05ac8e571c0ee66a7fa5617d,DFW,BOS,TRUE,236.28,268.6,American Airlines,coach
904825d14688951e90df45a66339fb2d,DFW,BOS,TRUE,292.1,328.61,American Airlines,coach
6343d7a7ea4aabb64743d5058a5d7054,DFW,DEN,TRUE,96.74,118.6,United,coach
253b5eee77e74a33ff5e7b8a96d2ec2e,DFW,DEN,TRUE,192.56,221.6,American Airlines,coach
c9e2a3b41a0293b07c5a907c4038552e,DFW,DEN,TRUE,255.82,289.61,American Airlines,coach
d84d02f68668c1fa20a011c3c5124364,DFW,DEN,TRUE,329.31,368.61,American Airlines,coach
791255e273a00bf3dfc9bbe5cf6805c3,DFW,DTW,TRUE,146.98,172.6,Delta,coach
d370b4ebad62cd599dab4ba06c464254,DFW,DTW,TRUE,189.77,218.6,American Airlines,coach
53b8922a57f63641defb21fe6c6a61c7,DFW,DTW,TRUE,222.33,253.61,Delta,coach
a9f8e43ef66a30cb8fcd7cea6d00bd99,DFW,DTW,TRUE,333.96,373.61,Delta,coach
686df4d5ced9eb56d43577a7c953a4d1,DFW,EWR,TRUE,206.51,236.6,JetBlue Airways,coach
bc09f6061c66bdbe2115e1ba7ed72607,DFW,EWR,TRUE,206.51,236.6,American Airlines,coach
8666bb162ad516e319f6af8a826b11a4,DFW,EWR,TRUE,292.1,328.61,American Airlines,coach
c719827f37c4a0e62f50d4a05cf5de2e,DFW,EWR,TRUE,292.1,328.61,JetBlue Airways,coach
4738c6cbe64de4e487680e5c7c52f391,DFW,IAD,TRUE,195.35,224.6,American Airlines,coach
c1f1795fd123bfb7f9f7e8a7333bdfe3,DFW,JFK,TRUE,168.14,195.35,American Airlines,coach
071553349d39ffc9323fd30cd00537a2,DFW,JFK,TRUE,222.33,253.61,Delta,coach
1695905f2493d44062dd7515981b37e4,DFW,JFK,TRUE,254.89,288.61,JetBlue Airways,coach
834677a54bb468d37c5a476c588cc883,DFW,JFK,TRUE,254.89,288.61,American Airlines,coach
e5072e747abf64c0478f901d143b9fa5,DFW,LAX,TRUE,185.12,213.6,Delta,coach
34972c3cf85667f0e04c37a3c3ce887f,DFW,LAX,TRUE,189.77,218.6,American Airlines,coach
a1949573d7e3577a214f9b585a85ba74,DFW,LAX,TRUE,195.35,224.6,American Airlines,coach
c5cc75d7810dda1343505a441b5943a1,DFW,LAX,TRUE,251.17,284.61,American Airlines,coach
ce9a8dee7c967322440bcdc5bbaeca9e,DFW,LGA,TRUE,133.96,158.61,Delta,coach
dc83de11072ed96c54de80738bbd2ae0,DFW,LGA,TRUE,194.42,223.6,Delta,coach
a381b420c98ee14aa3eee91fac763202,DFW,LGA,TRUE,254.89,288.61,JetBlue Airways,coach
1dfdbd303d0b7fc75206e8c30edd0a70,DFW,LGA,TRUE,254.89,288.61,American Airlines,coach
88e14b9c3d4ddead544a4acf18ea880c,DFW,MIA,TRUE,185.12,213.6,American Airlines,coach
06a04156228f3e92718bd14a85c8b01f,DFW,MIA,TRUE,245.58,278.6,American Airlines,coach
423c2287e9a22ae488999a8b9fa44752,DFW,MIA,TRUE,333.03,372.61,American Airlines,coach
e1a1d8b693509e4f7cdb946b6e5f3b55,DFW,MIA,TRUE,432.56,479.6,American Airlines,coach
7ce68c02a8bb583bad7091b58012f0e8,DFW,ORD,TRUE,137.67,162.6,United,coach
e34117c7b945e9b74fc0e40af04b9ccf,DFW,ORD,TRUE,165.58,192.6,American Airlines,coach
30ca5c81ce9c4efff967ffe4b3f4367b,DFW,ORD,TRUE,195.35,224.6,American Airlines,coach
4c6ba0914c13b0a63230c67a23c6cf8d,DFW,PHL,TRUE,197.21,226.6,American Airlines,coach
3dd551afe5f0bdc516ac539936ccbf78,DFW,PHL,TRUE,286.51,322.6,American Airlines,coach
6addadc87c80d1bae9119a3065bf5ec0,DFW,PHL,TRUE,357.21,398.6,American Airlines,coach
880c448cc1c4966039dada917807e95b,DFW,SFO,TRUE,195.35,224.6,American Airlines,coach
3d6b4f5ba45bd0ad0e6b8e75eff2a22d,DFW,SFO,TRUE,226.98,258.6,American Airlines,coach
bb40ef2f6770b465ffe6ed0ab3a3814b,DFW,SFO,TRUE,278.14,313.6,American Airlines,coach
45284a9bef9d972ea39cf9a7394e5766,DFW,ATL,TRUE,208.37,238.6,American Airlines,coach
c2c757257987233e09006b65e7ddfc88,DFW,ATL,TRUE,265.12,299.6,American Airlines,coach
f52ed8cfab2e5c077735de4c6eca4454,DFW,ATL,TRUE,329.3,368.6,American Airlines,coach
bf58ced3a5223e972644d9c1cccb7eae,DFW,ATL,TRUE,389.77,433.6,Delta,coach
c81fe5450871dcf7316e701b1db75f12,DFW,BOS,TRUE,198.14,227.6,American Airlines,coach
36f56316e1bc958cedeec4881dffdd01,DFW,BOS,TRUE,203.72,233.6,Delta,coach
62d3e846a68acf0e6b7f36b7842239aa,DFW,BOS,TRUE,231.63,263.6,Delta,coach
03692a92049a262601572ad27d8cadac,DFW,BOS,TRUE,245.58,278.6,American Airlines,coach
7cc31e3d77059d0b5f980914d9993936,DFW,BOS,TRUE,301.4,338.61,American Airlines,coach
0bde1a44a274516d23272c188afe6b4f,DFW,BOS,TRUE,365.58,407.6,American Airlines,coach
3dafd6df380f22d9db2df1506b90de9c,DFW,DEN,TRUE,166.51,193.6,American Airlines,coach
5d4cd33049fcbc32422d37c248f68e27,DFW,DEN,TRUE,201.86,231.6,American Airlines,coach
54aaf726452c09eecf5e89f85d7e7adc,DFW,DEN,TRUE,265.12,299.6,American Airlines,coach
91f0cf629ddc84ebe4628050b78d1826,DFW,DTW,TRUE,156.28,182.6,Delta,coach
a285580c1e0c351c7ef61891650014ff,DFW,DTW,TRUE,231.63,263.6,Delta,coach
a5939e987b425c3e2184f8157cb7fcf1,DFW,DTW,TRUE,269.77,304.6,Delta,coach
0fbdff697ef6f2b7eab1ea03e4b54084,DFW,EWR,TRUE,215.81,246.6,JetBlue Airways,coach
97d338dccf4e5732bd92313039c5552c,DFW,EWR,TRUE,215.81,246.6,American Airlines,coach
b90b7c4612eb390fd1c214be85f99b24,DFW,EWR,TRUE,301.4,338.61,JetBlue Airways,coach
c502dbccb322cc51bc388358af8298e5,DFW,EWR,TRUE,301.4,338.61,American Airlines,coach
9969cdd35ac9bd0c5d036e6172780120,DFW,EWR,TRUE,347.91,388.6,American Airlines,coach
2da233b6c11520fe676ccfa1a0d19c22,DFW,EWR,TRUE,347.91,388.6,JetBlue Airways,coach
d2b0021a5bd1442b4c869d5dcebbc31a,DFW,IAD,TRUE,204.65,234.6,American Airlines,coach
7c5de622c2316b19c76aa20468166693,DFW,IAD,TRUE,240.93,273.6,American Airlines,coach
be8241558b9b314133110d3ba10cc0b1,DFW,IAD,TRUE,533.95,588.6,United,coach
af600c41adf753b74b6f49dbe73e99ca,DFW,JFK,TRUE,203.72,233.6,Delta,coach
ba232f41f312400009ee23f590657eff,DFW,JFK,TRUE,264.19,298.6,American Airlines,coach
eab36f885967e7e9d382f3eb33a68bf8,DFW,JFK,TRUE,264.19,298.6,JetBlue Airways,coach
a995c300c59cc6c8a5a9fc39d5ecdfef,DFW,JFK,TRUE,296.75,333.61,Delta,coach
075180c971954a8d76a516ac17772558,DFW,LAX,TRUE,194.42,223.6,Delta,coach
d9fc496140f8f6d825c60dfc7073c6cf,DFW,LAX,TRUE,204.65,234.6,American Airlines,coach
8a2736de5d160b5b810c36cfe0b163b3,DFW,LAX,TRUE,254.88,288.6,American Airlines,coach
d7f3d63cbcc6d47c82505bf7c781d262,DFW,LAX,TRUE,260.47,294.61,American Airlines,coach
bc1e1c334ccdd8224f60f8e58dcf5be3,DFW,LAX,TRUE,329.3,368.6,American Airlines,coach
51eebefa2cd5b5d403ca2acc12229868,DFW,LGA,TRUE,264.19,298.6,American Airlines,coach
fd369c9fb19c75cc478b77de8fa48137,DFW,LGA,TRUE,264.19,298.6,JetBlue Airways,coach
a924cc819eaae9b28ae2f2f781426796,DFW,MIA,TRUE,194.42,223.6,American Airlines,coach
bb4e5f0392db4dbb40e6c75fc1a114fa,DFW,MIA,TRUE,254.88,288.6,American Airlines,coach
5e52aff817a1e09fd4b31fcaebd04a49,DFW,MIA,TRUE,342.33,382.61,American Airlines,coach
b5f0233b3af9d957570d68bd4676e508,DFW,MIA,TRUE,441.86,489.6,American Airlines,coach
7ba861ace58a0a604de9c84ef5913d21,DFW,ORD,TRUE,174.88,202.6,American Airlines,coach
d2344f3c241fa323421f31efd32e150e,DFW,ORD,TRUE,204.65,234.6,American Airlines,coach
c1050aae51e7e3076aadff8c9ec21c13,DFW,ORD,TRUE,265.12,299.6,American Airlines,coach
896d94533a7da8860baf2310d2f35427,DFW,PHL,TRUE,206.51,236.6,American Airlines,coach
86eeecbadd53331b1423e614fb7ad3d4,DFW,PHL,TRUE,295.81,332.6,American Airlines,coach
c2e3163679f418c7fc39cb32832a7bcc,DFW,PHL,TRUE,366.51,408.6,American Airlines,coach
b4ba8af6f17164d8ee79d7c152c7772a,DFW,SFO,TRUE,204.65,234.6,American Airlines,coach
cdaceb8a8f89cda5f190292de924d756,DFW,SFO,TRUE,287.44,323.6,American Airlines,coach
bcf305ef278f77997ec1a6e22bb0a9c9,DFW,SFO,TRUE,450.23,498.6,American Airlines,coach
2a23de26975f3811b7d776edceaa60da,DFW,ATL,TRUE,143.25,168.59,Delta,coach
9daeef58d0f1a3f578c8a9ab5b1a66ba,DFW,ATL,TRUE,150.7,176.6,American Airlines,coach
5ae33e95a08eef0c33dbaef903d6694b,DFW,ATL,TRUE,180.46,208.6,Delta,coach
2897f015491f10229a1c4a288b082650,DFW,ATL,TRUE,194.42,223.6,American Airlines,coach
7687764c39cc9c09014478a09658cd8e,DFW,ATL,TRUE,217.67,248.6,Delta,coach
1a56003d44eeba34dbce2c0a6100bbe3,DFW,ATL,TRUE,264.18,298.59,Delta,coach
91fd6dd24249c1c7a9f30df2fc6dd4fc,DFW,ATL,TRUE,315.35,353.6,American Airlines,coach
e85e1f4f15b0a0b20ebd77e9b182b61e,DFW,ATL,TRUE,389.77,433.6,American Airlines,coach
d251739c425c4913b63a97992c4995c6,DFW,BOS,TRUE,156.27,182.59,Delta,coach
da463dc83410f3bb965b6527bb9cb7cd,DFW,BOS,TRUE,184.19,212.6,American Airlines,coach
00a0e39769e3300f37078a228da627e8,DFW,BOS,TRUE,189.76,218.59,Delta,coach
d3e472826b39932bc1814a3d3db48513,DFW,BOS,TRUE,231.63,263.6,American Airlines,coach
7c7b4d98f10f2bddf49eca57df87bc66,DFW,BOS,TRUE,287.45,323.61,American Airlines,coach
cf4298c9f07e1502b0351605bea6ae81,DFW,DEN,TRUE,152.56,178.6,American Airlines,coach
a8f8d653cc43fe31f288932bd49a3221,DFW,DEN,TRUE,187.91,216.6,American Airlines,coach
13b84827ce5ecb61bd48dce6f8a5002e,DFW,DEN,TRUE,251.17,284.61,American Airlines,coach
f2972cff9511866b9a76f27820828277,DFW,DEN,TRUE,324.66,363.61,American Airlines,coach
78a78ff219875d2ae2f340bd41adbc33,DFW,DTW,TRUE,142.32,167.59,Delta,coach
e9fa3ec02f730900aabe73e40316ad0b,DFW,DTW,TRUE,180.46,208.6,Delta,coach
3f24969c078a5e3404d97cf4382e4d4c,DFW,DTW,TRUE,185.12,213.6,American Airlines,coach
0a1972284e540fcd07b5c9579f89f24a,DFW,DTW,TRUE,222.33,253.61,American Airlines,coach
46e536ccef0395cd1b951429dcb3daef,DFW,DTW,TRUE,255.81,289.6,Delta,coach
4f29ab1aa6463e3f9f005c378c24455d,DFW,DTW,TRUE,292.09,328.6,Delta,coach
ff6e9166301a02da20d78c71d41996ae,DFW,EWR,TRUE,201.86,231.6,American Airlines,coach
b40c8266ecaee2c243fbe63f830174a7,DFW,EWR,TRUE,201.86,231.6,JetBlue Airways,coach
6e33bb1a4f90aa7c372594e9f5d91d3c,DFW,EWR,TRUE,287.45,323.61,JetBlue Airways,coach
c9e8633d0345f639afcb68bf27bac5a4,DFW,EWR,TRUE,287.45,323.61,American Airlines,coach
6c455533be99f9c7e970dffda20d1964,DFW,EWR,TRUE,333.96,373.61,American Airlines,coach
d1e8eb8b54efab1052a46088ed230ddb,DFW,EWR,TRUE,333.96,373.61,JetBlue Airways,coach
e89184f7ae4e570b4ca0af96443e60b7,DFW,IAD,TRUE,190.7,219.6,American Airlines,coach
6002304ef5a114fb676af7a4729f3d70,DFW,IAD,TRUE,226.98,258.6,American Airlines,coach
efb4937179ab4ee269ae1eaa9228615e,DFW,JFK,TRUE,250.24,283.61,JetBlue Airways,coach
405fc23abcb5bc197894b4bf493e774f,DFW,JFK,TRUE,250.24,283.61,American Airlines,coach
4dcd8e54280391941cd9f6b23c23b8ae,DFW,JFK,TRUE,840.93,918.6,Delta,coach
6874b8b538f313dee02cfb3d5d7e6112,DFW,LAX,TRUE,180.46,208.6,Delta,coach
76bcae19de7623f1fb445e75ec0fa63c,DFW,LAX,TRUE,185.12,213.6,American Airlines,coach
bc60329517dd532dfff45643f040b6c8,DFW,LAX,TRUE,190.7,219.6,American Airlines,coach
7238fc1daaea3a855eb58ced9676a31a,DFW,LAX,TRUE,240.93,273.6,American Airlines,coach
c3da1ac8d1d380901dac234013d74843,DFW,LAX,TRUE,246.52,279.61,American Airlines,coach
b5df7d06adbe98e665b47ebb6e247e8c,DFW,LAX,TRUE,254.88,288.6,Delta,coach
31389a7d0243c71009190baebc9ebad5,DFW,LAX,TRUE,315.35,353.6,American Airlines,coach
d2e1f84aa15747688f7c4bf88f333b99,DFW,LAX,TRUE,374.89,417.61,American Airlines,coach
